collabid,milestone,modified,comment,score,grader,,
5aa00dda8a3fde4259b358e2,reducetestcase,2018-03-07T11:52:00,mcslao,1,Great job making the test case smaller by filling in less 0's!,,
5aa00e348a3fde4259b35dca,reducetestcase,2018-03-07T11:51:46,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00de18a3fde4259b35928,reducetestcase,2018-03-07T11:51:32,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00de38a3fde4259b35942,reducetestcase,2018-03-07T11:51:09,mcslao,1,Great job making the test case smaller by filling in less 0's!,,
5aa00ea98a3fde4259b36832,reducetestcase,2018-03-07T11:50:00,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00e278a3fde4259b35ced,bug10792,2018-03-07T11:58:53,zlily,1,good work - however, you say they cover all partitions of the puzzle. is this true?,
5aa015c18a3fde4259b4d41f,bug10792,2018-03-07T12:18:22,zlily,0,definitely save more time for the hypothesis step next time. what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa0121e8a3fde4259b3ea86,bug10792,2018-03-07T12:16:52,zlily,0,definitely save more time for the hypothesis step next time. what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa012368a3fde4259b3ef0d,bug10792,2018-03-07T11:59:29,zlily,1,good start! what else is SudokuTest missing in terms of partitions and operations tested?,,
5aa00d1b8a3fde4259b35645,bug10792,2018-03-07T12:02:30,zlily,1,good work! what else is lacking from SudokuTest's partitions?,,
5aa00d208a3fde4259b3564b,bug10792,2018-03-07T12:03:32,zlily,1,good work! where else is SudokuTest lacking? is it testing all the operations?,,
5aa00fdf8a3fde4259b39aa9,bug1079,2018-03-07T12:14:36,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa010748a3fde4259b3c48e,bug10792,2018-03-07T12:15:51,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa00d408a3fde4259b35665,bug1079,2018-03-07T12:14:29,zlily,2,good work!,,
5aa010638a3fde4259b3bffb,bug10792,2018-03-07T12:15:41,zlily,1,good observations! what else (e.g. certain operations) does SudokuTest fail to cover?,,
5aa00d3b8a3fde4259b3565c,bug10792,2018-03-07T12:15:29,zlily,1,good observations! what else (e.g. certain operations) does SudokuTest fail to cover?,,
5aa00f818a3fde4259b3887a,bug1079,2018-03-07T12:14:05,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa00d4c8a3fde4259b3567b,bug1079,2018-03-07T12:14:23,zlily,1,good observations! what else (e.g. certain partitions) does SudokuTest fail to cover?,,
5aa00d738a3fde4259b356ab,bug1079,2018-03-07T12:10:37,zlily,1,good observations! what else does SudokuTest fail to test for (e.g. certain operations)?,,
5aa00da48a3fde4259b356f7,bug1079,2018-03-07T12:09:13,zlily,1,good observations! what else is missing from SudokuTest's partitions?,,
5aa00dac8a3fde4259b3572c,bug1079,2018-03-07T12:08:55,zlily,1,good work! what else is missing from SudokuTest's partitions?,,
5aa00d768a3fde4259b356b4,bug1079,2018-03-07T12:13:35,zlily,1,good observations! what else (e.g. certain partitions) does SudokuTest fail to cover?,,
5aa00db98a3fde4259b3576a,bug1079,2018-03-07T12:07:54,zlily,1,good observations! what else is missing from the SudokuTest partitions?,,
5aa00dfa8a3fde4259b359f8,bug10792,2018-03-07T12:06:28,lukea,1,Good start. How well tested is Sudoku?,,
5aa00e078a3fde4259b35aa9,bug10792,2018-03-07T12:07:00,lukea,1,Good job,,
5aa00e568a3fde4259b36111,bug10792,2018-03-07T12:07:28,lukea,1,Good job,,
5aa00e1d8a3fde4259b35c4a,bug10792,2018-03-07T12:08:38,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00e288a3fde4259b35cff,bug10792,2018-03-07T12:09:40,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00e508a3fde4259b3607e,bug10792,2018-03-07T12:10:12,lukea,1,Good job,,
5aa00e428a3fde4259b35edc,bug10792,2018-03-07T12:10:41,lukea,1,"Good job. What does ""not tested like they should be"" mean?",,
5aa00e398a3fde4259b35e22,bug10792,2018-03-07T12:02:00,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00de28a3fde4259b35935,bug10792,2018-03-07T12:14:38,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque. How well is Sudoku tested?,,
5aa00e3c8a3fde4259b35e4c,bug1079,2018-03-07T12:02:44,lukea,1,Good job,,
5aa010a48a3fde4259b3cb32,bug1079,2018-03-07T12:03:06,lukea,0,Good start but no hypothesis given,,
5aa0102a8a3fde4259b3ae62,bug1079,2018-03-07T12:03:43,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00fb58a3fde4259b39435,bug1079,2018-03-07T12:03:55,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00f7f8a3fde4259b38815,bug1079,2018-03-07T12:04:09,lukea,1,Good job,,
5aa00f7e8a3fde4259b387cb,bug1079,2018-03-07T12:04:49,lukea,2,Great!,,
5aa00d828a3fde4259b356c1,bug1079,2018-03-07T12:05:10,lukea,2,Great!,,
5aa00e1c8a3fde4259b35c36,bug1079,2018-03-07T12:05:40,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque. There should also be a partition for puzzle size.,,
5aa00d998a3fde4259b356dd,bug1079,2018-03-07T12:06:10,lukea,2,Great!,,
5aa00f7e8a3fde4259b387cb,bug10792,2018-03-07T12:00:54,lu16j,2,Excellent!,,
5aa00d828a3fde4259b356c1,bug10792,2018-03-07T12:01:34,lu16j,1,Excellent!,,
5aa00e1c8a3fde4259b35c36,bug10792,2018-03-07T12:01:48,lu16j,1,Good attempt and hypotheses,,
5aa00d998a3fde4259b356dd,bug10792,2018-03-07T12:02:58,lu16j,2,Excellent!,,
5aa00f738a3fde4259b385d5,bug10792,2018-03-07T12:04:20,lu16j,1,Good hypothesis, but that's actually a different bug!,
5aa00db08a3fde4259b3574b,bug10792,2018-03-07T12:04:44,lu16j,1,Good debugging steps,,
5aa00dbc8a3fde4259b35777,bug10792,2018-03-07T12:05:09,lu16j,1,Good debugging steps,,
5aa00f2a8a3fde4259b3764c,bug10792,2018-03-07T12:05:29,lu16j,1,Good debugging steps,,
5aa00e088a3fde4259b35abd,bug10792,2018-03-07T12:08:00,lu16j,1,Good debugging steps,,
5aa00e078a3fde4259b35ab0,bug1079,2018-03-07T12:08:33,lu16j,1,Good debugging steps,,
5aa00e5c8a3fde4259b3618b,bug1079,2018-03-07T12:08:51,lu16j,2,Good debugging!,,
5aa00dc88a3fde4259b357e2,bug1079,2018-03-07T12:09:08,lu16j,1,Good debugging steps,,
5aa00e048a3fde4259b35a81,bug1079,2018-03-07T12:09:24,lu16j,1,Good debugging steps,,
5aa00e038a3fde4259b35a79,bug1079,2018-03-07T12:09:37,lu16j,1,Good debugging steps,,
5aa00e038a3fde4259b35a71,bug1079,2018-03-07T12:10:05,lu16j,1,Good debugging steps. Not sure what off by one error you were referring to specifically, but it is indeed an off by one error!,
5aa00e038a3fde4259b35a6c,bug1079,2018-03-07T12:10:39,lu16j,1,Good debugging steps,,
5aa00f1e8a3fde4259b374a9,bug1079,2018-03-07T12:10:48,lu16j,2,Good debugging!,,
5aa00efc8a3fde4259b36fee,bug1079,2018-03-07T12:11:06,lu16j,1,Good observations,,
5aa00e038a3fde4259b35a71,bug10792,2018-03-07T11:59:31,lagrassa,1,Good debugging steps and critiqes of SudokuTest. Which partitions are missing?,,
5aa00e038a3fde4259b35a6c,bug10792,2018-03-07T12:00:36,lagrassa,1,Good debugging steps and critiqes of SudokuTest. Which partitions are missing?,,
5aa00f1e8a3fde4259b374a9,bug10792,2018-03-07T12:01:26,lagrassa,1,Good experimentation. What partitions are missing from SudokuTest?,,
5aa00efc8a3fde4259b36fee,bug10792,2018-03-07T11:56:50,lagrassa,null,,,
5aa00e668a3fde4259b36277,bug10792,2018-03-07T14:39:14,lu16j,1,Good observations and critique,,
5aa00ddf8a3fde4259b35906,bug10792,2018-03-07T14:43:40,lu16j,1,Good observations and critique,,
5aa00eac8a3fde4259b36886,bug10792,2018-03-07T14:32:38,lu16j,1,Good observations and critique,,
5aa00eb98a3fde4259b369af,bug10792,2018-03-07T14:38:33,lu16j,1,Good observations,,
5aa00ee88a3fde4259b36d83,bug10792,2018-03-07T12:00:06,mcslao,1,Good start with observations of the bug!,,
5aa00de38a3fde4259b35942,bug10792,2018-03-07T14:31:50,lu16j,1,Good start,,
5aa00e118a3fde4259b35b67,bug1079,2018-03-07T14:36:37,lu16j,1,Good start on debugging,,
5aa00df18a3fde4259b359ad,bug1079,2018-03-07T14:42:51,lu16j,1,Good debugging steps,,
5aa00eae8a3fde4259b368c0,bug1079,2018-03-07T14:42:07,lu16j,1,Good start to debugging,,
5aa00ee08a3fde4259b36c7c,bug10792,2018-03-07T12:00:38,mcslao,1,Great debugging steps!,,
5aa00fc58a3fde4259b3974c,bug1079,2018-03-07T14:44:48,lu16j,1,Good start to debugging,,
5aa00e6f8a3fde4259b36343,bug1079,2018-03-07T14:37:23,lu16j,1,Good start on debugging,,
5aa00e518a3fde4259b36094,bug10792,2018-03-07T11:58:05,ksmori,1,Good points and observations. What modules internal to Sudoku are solver also dependent on?,,
5aa00e518a3fde4259b36094,bug1079,2018-03-07T11:57:25,lagrassa,null,,,
5aa00e5e8a3fde4259b361a7,bug1079,2018-03-07T11:57:28,lagrassa,null,,,
5aa00f648a3fde4259b38290,bug1079,2018-03-07T11:57:31,lagrassa,null,,,
5aa00e3c8a3fde4259b35e4d,bug1079,2018-03-07T11:57:39,lagrassa,null,,,
5aa00dda8a3fde4259b358e2,bug10792,2018-03-07T12:02:02,mcslao,0,You need to specify more debugging steps.,,
5aa00de18a3fde4259b35928,bug10792,2018-03-07T12:02:35,mcslao,1,Great debugging observations!,,
5aa00df48a3fde4259b359be,bug10792,2018-03-07T12:03:10,mcslao,1,Great debugging observations!,,
5aa00df68a3fde4259b359cc,bug10792,2018-03-07T12:03:34,mcslao,1,Great debugging observations!,,
5aa00ea98a3fde4259b36832,bug10792,2018-03-07T12:04:08,mcslao,1,Great debugging observations!,,
5aa00e828a3fde4259b364a2,bug10792,2018-03-07T12:04:27,mcslao,1,Great debugging observations!,,
5aa00e5e8a3fde4259b361a7,bug10792,2018-03-07T11:59:06,ksmori,1,Good observations,,
5aa00e7d8a3fde4259b3644d,bug10792,2018-03-07T12:05:23,mcslao,1,Great debugging observations!,,
5aa00e748a3fde4259b363cb,bug1079,2018-03-07T12:06:03,mcslao,1,Great debugging observations!,,
5aa00d768a3fde4259b356b4,bug10792,2018-03-07T11:59:40,varot,1,Good!,,
5aa00da48a3fde4259b356f7,bug10792,2018-03-07T12:00:17,varot,1,Very good observations!,,
5aa00e228a3fde4259b35caa,bug10792,2018-03-07T11:59:20,caronoff,1,Good start towards debugging!,,
5aa00e518a3fde4259b360a9,bug10792,2018-03-07T12:01:06,caronoff,1,Good start towards debugging. Maybe look at their partitions? Is something not tested that should be?,,
5aa00dac8a3fde4259b3572c,bug10792,2018-03-07T12:00:30,varot,1,Very good observations!,,
5aa00e058a3fde4259b35a94,bug10792,2018-03-07T12:02:01,caronoff,1,Great start towards debugging!,,
5aa00db98a3fde4259b3576a,bug10792,2018-03-07T12:01:56,varot,1,Very good observations!,,
5aa00e178a3fde4259b35bdd,bug10792,2018-03-07T12:02:33,caronoff,1,Good start towards debugging. maybe think about what else might be missing from the test cases / partition.,,
5aa00db18a3fde4259b35752,bug10792,2018-03-07T12:03:20,caronoff,1,Great start towards debugging!,,
5aa00f158a3fde4259b373b5,bug10792,2018-03-07T12:03:57,caronoff,1,Good start towards debugging!,,
5aa00f428a3fde4259b37b38,bug10792,2018-03-07T12:02:33,varot,1,Good observations!,,
5aa00de08a3fde4259b35912,bug10792,2018-03-07T12:05:11,caronoff,1,Good start noticing that get / set are not tested, but you should probably make sure that you're looking at all modules that solve might depend on.,
5aa00e738a3fde4259b363b5,bug1079,2018-03-07T12:06:34,mcslao,1,Great debugging observations!,,
5aa00dfc8a3fde4259b35a08,bug10792,2018-03-07T12:08:53,caronoff,0,Not enough documented work done towards debugging. For example, does solve() only depend on the implementation of Sudoku? Did you look at the partitions? What might be missing from tests / partition?,
5aa00dc18a3fde4259b357a3,bug10792,2018-03-07T12:02:48,varot,1,Great observations!,,
5aa00f538a3fde4259b37ed7,bug10792,2018-03-07T12:13:33,caronoff,1,Good start towards debugging.,,
5aa00dc88a3fde4259b357f2,bug10792,2018-03-07T12:03:24,varot,1,Great observations and your critique is spot on!,,
5aa00f2a8a3fde4259b37641,bug1079,2018-03-07T14:47:26,lu16j,1,Good job finding the bug, but there is more to critique about how SudokuTest was partitioned,
5aa00f248a3fde4259b3756a,bug10792,2018-03-07T12:03:50,varot,1,Good observations!,,
5aa00e368a3fde4259b35de5,bug1079,2018-03-07T12:12:39,caronoff,1,Good start towards debugging. Do the tests seem to cover the partition? Are they testing all the methods?,,
5aa00df78a3fde4259b359d5,bug1079,2018-03-07T12:06:43,mcslao,1,Great debugging observations!,,
5aa00dc58a3fde4259b357c5,bug1079,2018-03-07T12:13:55,caronoff,1,Good start towards debugging. Are all of the methods tested? Does the partition cover the entire input / output space? Is something missing there?,,
5aa00dd28a3fde4259b3587c,bug10792,2018-03-07T12:04:15,varot,1,Good,,
5aa015c18a3fde4259b4d41f,bug1079,2018-03-07T12:15:25,caronoff,1,Good start towards debugging. Are the partitions covering the full input/output space or is something missing?,,
5aa00e278a3fde4259b35ced,bug1079,2018-03-07T12:14:39,caronoff,1,Good start towards debugging. However, is the partitioning good? Does it cover the full input/output space or is it missing something?,
5aa012368a3fde4259b3ef0d,bug1079,2018-03-07T12:16:03,caronoff,1,Good start towards debugging, however there's more things that you should look at. Are the partitions covering the full input  output space or is it missing something? Are all methods tested?,
5aa0121e8a3fde4259b3ea86,bug1079,2018-03-07T11:58:33,caronoff,null,,,
5aa00dd28a3fde4259b35882,bug1079,2018-03-07T12:05:15,varot,1,Good observations!,,
5aa00d1b8a3fde4259b35645,bug1079,2018-03-07T12:19:02,caronoff,1,Good start towards debugging. Additional things to think about: Do the partitions cover the full input / output space or is something missing?,,
5aa00f0e8a3fde4259b372c1,bug1079,2018-03-07T12:05:20,varot,0,No debugging process reported,,
5aa00d208a3fde4259b3564b,bug1079,2018-03-07T12:19:49,caronoff,1,Great job starting to debug!,,
5aa00df98a3fde4259b359e8,bug1079,2018-03-07T12:06:50,mcslao,1,Great debugging observations!,,
5aa00f098a3fde4259b37205,bug1079,2018-03-07T12:05:35,varot,1,Good start,,
5aa00ee98a3fde4259b36d8e,bug1079,2018-03-07T12:06:17,varot,1,Great observations and your critique is spot on!,,
5aa00dda8a3fde4259b358d9,bug1079,2018-03-07T12:05:59,varot,2,Good job! ,,
5aa00ee88a3fde4259b36d83,bug1079,2018-03-07T12:06:35,varot,1,Good start,,
5aa00ee08a3fde4259b36c7c,bug1079,2018-03-07T12:06:41,varot,1,Good observations!,,
5aa00e5e8a3fde4259b361b9,bug1079,2018-03-07T12:07:06,mcslao,1,Great debugging observations!,,
5aa00dda8a3fde4259b358e2,bug1079,2018-03-07T12:07:03,varot,0,Hope to see more debugging steps!,,
5aa00de18a3fde4259b35928,bug1079,2018-03-07T12:07:16,varot,1,OK,,
5aa00dfa8a3fde4259b359f8,bug1079,2018-03-07T12:07:14,mcslao,1,Good debugging observations!,,
5aa00e078a3fde4259b35aa9,bug1079,2018-03-07T12:07:25,mcslao,1,Great debugging observations!,,
5aa00e568a3fde4259b36111,bug1079,2018-03-07T12:07:35,mcslao,1,Great debugging observations!,,
5aa00e1d8a3fde4259b35c4a,bug1079,2018-03-07T12:07:52,mcslao,1,Great debugging observations!,,
5aa00f648a3fde4259b38290,bug10792,2018-03-07T11:59:36,ksmori,1,Good observations about partitions and the existing tests,,
5aa00e3c8a3fde4259b35e4d,bug10792,2018-03-07T11:59:50,ksmori,1,Good start to figuring out the bug,,
5aa00e0a8a3fde4259b35adb,bug10792,2018-03-07T12:00:15,ksmori,1,Great observations about missing tests for Sudoku,,
5aa00dc58a3fde4259b357bd,bug10792,2018-03-07T12:00:30,ksmori,1,Good observations,,
5aa00e188a3fde4259b35bec,bug10792,2018-03-07T12:01:07,ksmori,1,Good observations about what the tests are lacking,,
5a9eb6998a3fde4259b35579,bug10792,2018-03-07T12:01:14,ksmori,2,You guys get check pluses!,,
5aa011f18a3fde4259b3e18d,bug1079,2018-03-07T12:01:58,ksmori,1,Some good observations, but does Sudoku really have a comprehensive test suite?,
5aa00e348a3fde4259b35dca,bug1079,2018-03-07T12:02:35,ksmori,1,Good observations. I like how your comments have a max character per line thing, makes it easier to read!,
5aa00ec88a3fde4259b36abd,bug1079,2018-03-07T12:02:44,ksmori,1,Good observations ,,
5aa0139d8a3fde4259b418a2,bug1079,2018-03-07T12:03:14,ksmori,1,Great observations about the deficiencies in the testing!,,
5aa00e138a3fde4259b35b88,bug1079,2018-03-07T12:03:53,ksmori,1,Good observations about deficiencies in the testing. (ya boi??),,
5aa00e228a3fde4259b35caa,bug1079,2018-03-07T12:04:11,ksmori,1,Good observations about deficiencies in the testing,,
5aa00e518a3fde4259b360a9,bug1079,2018-03-07T12:04:31,ksmori,1,Not sure what your answer to 3 means, otherwise good observations,
5aa00e058a3fde4259b35a94,bug1079,2018-03-07T12:04:38,ksmori,1,Good observations about missing partitions,,
5aa00e178a3fde4259b35bdd,bug1079,2018-03-07T12:05:01,ksmori,1,Lots of nice observations about the data and missing partitions!,,
5aa00dc88a3fde4259b357ec,bug10792,2018-03-07T14:33:50,lu16j,1,Good attempt at debugging,,
